mag_id	completeness	contamination	contigs	total_length	gc	n50	sample_accession	run_accession	country	project_accession	study_accession	database_origin	reference	rep_95id	rep_99id	taxonomy	species	food_name	sample_name	origin	ingredient_group	main_ingredient	food_type	consistency	alcohol_level	acid_type	fermentation_temperature	aging_time
GCF_004102045.2_ASM410204v2_genomic	98.4	0	1	1664394	40.32	1664394	GCF_004102045.2	GCF_004102045.2	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_004102045.2_ASM410204v2_genomic	GCF_004102045.2_ASM410204v2_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus	Oenococcus sicerae	cider apple	apple_juice_in_fermentation_cider	Plant	Fruit	apple	beverage	liquid	medium	lactic	mesophilic	1-3 months
LeechJ_2020__ERS3967724__bin.7	99.75124378	0	45	2833276	61.08	111736	ERS3967724	ERR4757839	Ireland	PRJEB35321	ERP118359	NCBI	Leech, J., Cabrera-Rubio, R., Walsh, A.M., Macori, G., Walsh, C.J., Barton, W., Finnegan, L., Crispie, F., O’Sullivan, O., Claesson, M.J., et al. (2020). Fermented-Food Metagenomics Reveals Substrate-Associated Differences in Taxonomy and Health-Associated and Antibiotic Resistance Determinants. mSystems 5. 10.1128/mSystems.00522-20.	G_275_3_oxydans_assembly	LeechJ_2020__ERS3967724__bin.7	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter	Gluconobacter potus	vinegar apple cider	apple_cider_vinegar	Plant	Fruit	apple	vinegar	liquid	low	acetic	mesophilic	3-4 weeks
LeechJ_2020__ERS3967724__bin.1	95.4642112	0.497512438	305	2330766	60.28	11506	ERS3967724	ERR4757839	Ireland	PRJEB35321	ERP118359	NCBI	Leech, J., Cabrera-Rubio, R., Walsh, A.M., Macori, G., Walsh, C.J., Barton, W., Finnegan, L., Crispie, F., O’Sullivan, O., Claesson, M.J., et al. (2020). Fermented-Food Metagenomics Reveals Substrate-Associated Differences in Taxonomy and Health-Associated and Antibiotic Resistance Determinants. mSystems 5. 10.1128/mSystems.00522-20.	LeechJ_2020__ERS3967724__bin.1	LeechJ_2020__ERS3967724__bin.1	Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	Acetobacter sp937900755	vinegar apple cider	apple_cider_vinegar	Plant	Fruit	apple	vinegar	liquid	low	acetic	mesophilic	3-4 weeks
LeechJ_2020__ERS3967724__bin.4	99.47643979	1.178010471	29	2439138	36.65	136811	ERS3967724	ERR4757839	Ireland	PRJEB35321	ERP118359	NCBI	Leech, J., Cabrera-Rubio, R., Walsh, A.M., Macori, G., Walsh, C.J., Barton, W., Finnegan, L., Crispie, F., O’Sullivan, O., Claesson, M.J., et al. (2020). Fermented-Food Metagenomics Reveals Substrate-Associated Differences in Taxonomy and Health-Associated and Antibiotic Resistance Determinants. mSystems 5. 10.1128/mSystems.00522-20.	MortensenS_xxxx__WK006-2-G-48h-01C9_S6__bin.4	LeechJ_2020__ERS3967724__bin.4	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus	Liquorilactobacillus nagelii	vinegar apple cider	apple_cider_vinegar	Plant	Fruit	apple	vinegar	liquid	low	acetic	mesophilic	3-4 weeks
LeechJ_2020__ERS3967724__bin.3	97.32620321	0	31	1842301	37.72	89565	ERS3967724	ERR4757839	Ireland	PRJEB35321	ERP118359	NCBI	Leech, J., Cabrera-Rubio, R., Walsh, A.M., Macori, G., Walsh, C.J., Barton, W., Finnegan, L., Crispie, F., O’Sullivan, O., Claesson, M.J., et al. (2020). Fermented-Food Metagenomics Reveals Substrate-Associated Differences in Taxonomy and Health-Associated and Antibiotic Resistance Determinants. mSystems 5. 10.1128/mSystems.00522-20.	GCF_020510245.1_ASM2051024v1_genomic	LeechJ_2020__ERS3967724__bin.3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus	Oenococcus oeni	vinegar apple cider	apple_cider_vinegar	Plant	Fruit	apple	vinegar	liquid	low	acetic	mesophilic	3-4 weeks
GCF_001434835.1_ASM143483v1_genomic	99.38	1.25	18	2914969	51.61	444236	GCF_001434835.1	GCF_001434835.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_001434835.1_ASM143483v1_genomic	GCF_001434835.1_ASM143483v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus acidifarinae	sourdough	artisanal_wheat_sourdough	Plant	Grain	wheat	starch-based staple	solid	low	mixed	mesophilic	1-2 days
GCF_009295845.1_ASM929584v1_genomic	99.2	1.25	1	2825994	53.32	2825994	GCF_009295845.1	GCF_009295845.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_009295845.1_ASM929584v1_genomic	GCF_009295845.1_ASM929584v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus	Levilactobacillus zymae	sourdough	artisanal_wheat_sourdough	Plant	Grain	wheat	starch-based staple	solid	low	mixed	mesophilic	1-2 days
LeechJ_xxxx__AF82__bin.9	77.12468595	3.488749047	536	1919860	47.15	3941	SAMN39472501	SRR27593158	Burkina Faso	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	CM_UNINA_FFOOD__FFOOD_337__bin.6	LeechJ_xxxx__AF82__bin.9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus	Lacticaseibacillus rhamnosus	attieke	attieke	Plant	Roots_Tubers	cassava	starch-based staple	solid	none	lactic	mesophilic	1-7 days
LeechJ_xxxx__AF82__bin.16	87.92376455	3.339517625	205	1814187	36.45	15630	SAMN39472501	SRR27593158	Burkina Faso	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	FontanaF_2023__SRR20746979__bin.3	LeechJ_xxxx__AF82__bin.16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	Lactobacillus helveticus	attieke	attieke	Plant	Roots_Tubers	cassava	starch-based staple	solid	none	lactic	mesophilic	1-7 days
LeechJ_xxxx__AF82__bin.13	94.90428403	1.82436611	146	1711855	36.72	23735	SAMN39472501	SRR27593158	Burkina Faso	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LeechJ_xxxx__AF82__bin.13	LeechJ_xxxx__AF82__bin.13	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	NA	attieke	attieke	Plant	Roots_Tubers	cassava	starch-based staple	solid	none	lactic	mesophilic	1-7 days
LeechJ_xxxx__AF82__bin.10	69.4	0.1	2280	9060850	31.24	4849	SAMN39472501	SRR27593158	Burkina Faso	PRJNA1052643	SRP484221	NCBI	Carlino N, Blanco-Míguez A, Punčochář M, Mengoni C, Pinto F, Tatti A, Manghi P, Armanini F, Avagliano M, Barcenilla C, Breselge S, Cabrera-Rubio R, Calvete-Torre I, Coakley M, Cobo-Díaz JF, De Filippis F, Dey H, Leech J, Klaassens ES, Knobloch S, O'Neil D, Quijada NM, Sabater C, Skírnisdóttir S, Valentino V, Walsh L; MASTER EU Consortium; Alvarez-Ordóñez A, Asnicar F, Fackelmann G, Heidrich V, Margolles A, Marteinsson VT, Rota Stabelli O, Wagner M, Ercolini D, Cotter PD, Segata N, Pasolli E. Unexplored microbial diversity from 2,500 food metagenomes and links with the human microbiome. Cell. 2024 Oct 3;187(20):5775-5795.e15. doi: 10.1016/j.cell.2024.07.039.	LeechJ_xxxx__AF82__bin.10	LeechJ_xxxx__AF82__bin.10	Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia	unknown	attieke	attieke	Plant	Roots_Tubers	cassava	starch-based staple	solid	none	lactic	mesophilic	1-7 days
GCF_003967595.1_ASM396759v1_genomic	99.48	1.05	18	2357792	34.58	231598	GCF_003967595.1	GCF_003967595.1	NA	Refseq	Refseq	NCBI	MiFoDB, a workflow for microbial food metagenomic characterization, enables high-resolution analysis of fermented food microbial dynamics Elisa B. Caffrey, Matthew R. Olm, Caroline Isabel Kothe, Joshua Evans, Justin L. Sonnenburg bioRxiv 2024.03.29.587370; doi: https://doi.org/10.1101/2024.03.29.587370	GCF_003967595.1_ASM396759v1_genomic	GCF_003967595.1_ASM396759v1_genomic	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus	Companilactobacillus musae	pickle chinese	banana_fruits	Plant	Vegetables_Aromatics	mixed vegetables	pickled vegetables	solid	none	lactic	mesophilic	1 day - 3 months
MAG_3	72.08	0.38	741	2584791	64.29	3891	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_3	MAG_3	Actinomycetota;Actinomycetes;Actinomycetales;Micrococcaceae;Glutamicibacter	Glutamicibacter protophormiae	kinema	soybean	Plant	Legumes	soybean	soybean paste	semi-solid	none	mixed	mesophilic	1-3 days
MAG_8	100	0	19	3822185	37.82	389948	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_8	MAG_8	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus	Proteus cibarius	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_9	50.27	9.34	978	2575931	37.29	2665	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_11	MAG_9	Bacillota;Bacilli;Lactobacillales;Listeriaceae;Brochothrix	Brochothrix thermosphacta	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_11	50.77	7.76	679	1533426	36.46	2197	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_11	MAG_11	Bacillota;Bacilli;Lactobacillales;Listeriaceae;Brochothrix	Brochothrix thermosphacta	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_45	85.45	0.19	536	2560056	43.83	6140	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_45	MAG_45	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_53	78.89	6.81	1141	5053502	34.46	5211	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_131	MAG_53	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Heyndrickxia	Heyndrickxia oleronia	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
MAG_57	60.49	0.44	601	1715057	54.67	3000	['SAMEA103891070', 'SAMEA103891071', 'SAMEA103891072', 'SAMEA103891073', 'SAMEA103891074', 'SAMN11289617', 'SAMN11289618', 'SAMN11289615', 'SAMN11289616']	['ERR1869526', 'ERR1869527', 'ERR1869528', 'ERR1869529', 'ERR1869530', 'SRR8830666', 'SRR8830667', 'SRR8830668', 'SRR8830669']	['Korea', 'India']	['PRJEB19846', 'PRJNA529966']	['ERP021911', 'SRP190006']	NCBI	Du R, Xiong W, Xu L, Xu Y, Wu Q. Metagenomics reveals the habitat specificity of biosynthetic potential of secondary metabolites in global food fermentations. Microbiome. 2023 May 20;11(1):115. doi: 10.1186/s40168-023-01536-8.	MAG_485	MAG_57	Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium	Corynebacterium stationis	dajiang-meju	bean_paste	Plant	Legumes	soybean	soybean paste	semi-solid	none	lactic	mesophilic	1-3 months
